taxon,level,source,description,desc_len
Saturniidae,family,artfakta.se,"Familjen är ganska artrik och förekommer framför allt i tropikerna. Många arter har en tydlig ögonfläck på såväl fram- som bakvingar. Några av världens största fjärilar finns bland subtropiska och tropiska arter, och vissa arter har långa svansutskott.",252
Sesiidae,family,butterfliesandmoths.org,"The Sesiid Moths are members of the Superfamily Sesioidea. Sesiids are small to moderately large (wingspan 1.4-4.6 cm), heavy bodied, diurnal or crepuscular, and almost all species resemble wasps or bees, presumably a nonspecific mimicry that aids vertebrate predator avoidance. This involves not only clear wings and a colorful, banded abdomen, but legs with modified tufts that in some cases have yellow-tipped scales to simulate pollen carried by bees. Larvae are stout, and feed on more than 40 families of flowering plants, with no strong preference for one. They bore in stems, bark, and roots, or in galls caused by other insects.",637
Sesiidae,family,wikipedia.org,"Dr. Franz Pühringer: Sesiidae
Sesiidae of Serbia in English
Synanthedon exitiosa, peachtree borer on the UF / IFAS  Featured Creatures Web site
Synanthedon scitula, dogwood borer on the UF / IFAS  Featured Creatures Web site
Australian moths online Gallery
Images of Sesiidae moths in New Zealand Archived 2020-08-14 at the Wayback Machine
Deltakey Archived 2008-08-07 at the Wayback Machine Family description and nineteenth century plates.",441
Sesiidae,family,artfakta.se,,0
Sematuridae,family,butterfliesandmoths.org,The Sematuridae is a family of about twenty-nine species of moths in the Neotropics. They are large day-flying or night-flying moths that are usually tailed and similar to the Uraniidae in appearance.,200
Sematuridae,family,wikipedia.org,"Sematuridae is a family of moths in the lepidopteran order that contains two subfamilies (Minet and Scoble, 1999).


== Taxonomy, systematics, and identification ==
These are large day- or night-flying moths, usually tailed and similar to Uraniidae in general appearance [1] (except for the genera Apoprogones, Anuropteryx and Lonchotura). The position of this family is not certain amongst the Macrolepidoptera but it is usually considered to belong to the superfamily Geometroidea, whilst the identity of its closest extant relative is under investigation using DNA sequencing[2]. Until recently very little has been known of sematurid biology (but see Sematurinae).  The ""chaetosemata"" of Sematuridae have long setae overhanging the compound eyes, the antennae are thickened towards the often rather clubbed or hooked tip whilst a tympanal organ for hearing is always absent and there are other diagnostic characters in the abdomen (Minet and Scoble, 1999: 305-307; Holloway et al., 2001).


== Distribution ==
Apoprogoninae is represented by a single species in South Africa whilst Sematurinae is represented by about 29 (41 including the genera Anurapteryx and Lonchotura) species in the Neotropics. Such an apparently relictual distribution might relate to the geological split of South America and Africa, but there is as yet no evidence for the age of evolutionary divergence of Neotropical and Afrotropical representatives; moreover, new genetic material would be needed for the South African taxon as well as the American genera Anurapteryx and Lonchotura for a modern molecular approach to this problem to succeed [3].


== References ==

Holloway, J.D., Kibby, G and Peggie, D. (1997). The families of Malesian moths and butterflies. Fauna Malesia Handbooks. 455 pp. Brill Academic Publishers, Leiden.
Minet, J. and Scoble, M. J. (1999) [1998]. The Drepanoid/Geometroid Assemblage. Pp. 301–320 in Kristensen, N.P. (Ed.), Lepidoptera, Moths and Butterflies. Volume 1, Evolution, Systematics, and Biogeography. Handbook of Zoology, vol. IV, Arthropoda: Insecta, Part 35: 491 pp. Walter de Gruyter, Berlin and New York.",2128
Sematuridae,family,artfakta.se,,0
Uraniidae,family,butterfliesandmoths.org,The Uraniidae are a member of the superfamily Geometroidea. This moth family is distributed across tropical ecosystems of the globe. Species in this family undergo population explosions and migrations across a wide scale.,221
Uraniidae,family,wikipedia.org,"The Uraniidae are a family of moths containing four subfamilies, 90 genera, and roughly 700 species.  The family is distributed throughout the tropics of the Americas, Africa and Indo-Australia.  Some of the tropical species are known for their bright, butterfly-like colors and are called sunset moths (for example Chrysiridia rhipheus).  Such moths are apparently toxic and the bright colors are a warning to predators.
The family Uraniidae contains both diurnal and nocturnal species.  The day-flying species are usually more strikingly colored and vibrant than the nocturnal ones.  Many diurnal species also have iridescent scales and multiple tails, which often led them to be mistaken for butterflies.  In sharp contrast, the nocturnal species are generally small, pale-colored insects.  The Uraniidae are similar to the geometer moths, to which they are related, but a different wing veining pattern distinguishes them.


== References ==


== Further reading ==
Minet, J. and Socble, M.J. (1999). The Drepanoid/Geometroid Assemblage. pp. 301–329 in Kristensen, N.P. (Ed.). Lepidoptera, Moths and Butterflies. Volume 1: Evolution, Systematics, and Biogeography. Handbuch der Zoologie. Eine Naturgeschichte der Stämme des Tierreiches / Handbook of Zoology. A Natural History of the phyla of the Animal Kingdom. Band / Volume IV Arthropoda: Insecta Teilband / Part 35: 491 pp. Walter de Gruyter, Berlin, New York.


== External links ==
 Media related to Uraniidae at Wikimedia Commons",1490
Uraniidae,family,artfakta.se,,0
Zygaenidae,family,butterfliesandmoths.org,"The Zygaenidae are members of the Superfamily Zygaenoidea. About 1,000 species are described worldwide, and the family is relatively well studied owing to the fascinating, colorful forms, diurnal habits, and mimicry associated with the chemical ecology. All New World species are in the subfamily Procridinae. These diurnal moths are avoided by birds and other predators because both adults and larvae are able to release hydrocyanic acid (HCN), which has enabled many to take part in complex mimicry relationships. Adults are variable in size, and have a well-developed proboscis and commonly visit flowers. Wings are highly variable in shape and are often metallic colored. Eggs are deposited in rows, clusters, or overlapping patches and sometimes covered with scales. Larvae are stout and broad, and feed on numerous angiosperm plant families, probably mostly host specific.",878
Zygaenidae,family,wikipedia.org,"The Zygaenidae moths are a family of Lepidoptera. The majority of zygaenids are tropical, but they are nevertheless quite well represented in temperate regions. Some of the 1000 or so species are commonly known as burnet or forester moths, often qualified by the number of spots, although other families also have 'foresters'. They are also sometimes called smoky moths.
All 43 species of Australian zygaenids are commonly known as foresters and belong to the tribe Artonini. The only nonendemic species in Australia is Palmartona catoxantha, a Southeast Asian pest species which is believed to be already present in Australia or likely to arrive soon.


== Description ==


=== Larvae ===
Larvae are stout and may be flattened. A fleshy extension of the thorax covers the head. Most feed on herbaceous plants, but some are tree feeders. Larvae in two subfamilies, Chalcosiinae and Zygaeninae, have cavities in which they store the cyanide, and can excrete it as defensive droplets.


=== Aposematism in adults ===
Zygaenid moths are typically day flying with a slow, fluttering flight, and with rather clubbed antennae. They generally have a metallic sheen and often prominent spots of red or yellow. 
The bright colours are a warning to predators that the moths are distasteful - they contain hydrogen cyanide (HCN) throughout all stages of their life cycle. Unlike most insects with such toxins, they obtain glucosides from the plants they utilize so that HCN can be used as a defence. However, they are capable of making HCN themselves, and when in an environment poor in cyanide-producing plants, synthesize it themselves. They form mimicry complexes based on these toxins.
However, while the overall picture is of genuine aposematism – the insects are both conspicuously coloured and toxic, containing cyanogenic glucosides – a study by Emmanuelle Briolat and colleagues including Martin Stevens found no evidence of a quantitative relationship between the visual signals of different species of Zygaenidae and their toxicity.


== Evolution ==
The fossil species Neurosymploca? oligocenica, belonging to the subfamily Zygaeninae, is known from Lower Stampian (Early Oligocene) deposits in Céreste, Alpes-de-Haute-Provence, France. Lepidopterans with preserved structural coloration from the Eocene (~47 Ma) shales of the Messel Pit, Germany, are suggested to be zygaenids, and more specifically procridines due to wing venation patterns.


== Economic importance ==
The grapeleaf skeletonizer can be a problem in vineyards, feeding on foliage and can also be found feeding on Virginia creeper.


== Selected taxa ==
 
Genera incertae sedis include:

Acoloithus
Harrisina
Pyromorpha
Reissita
Seryda
Tetraclonia
Triprocris
Pest species include:

Almond-tree leaf skeletonizer moth (Aglaope infausta)
Vine bud moth (Theresimima ampellophaga)
Grapeleaf skeletonizer (Harrisina americana)
South European species:

Zygaena fausta
UK species:

Scarce forester (Jordanita globulariae)
Cistus forester (Adscita geryon)
Green forester (Adscita statices)
Scotch burnet (Zygaena exulans)
Slender Scotch burnet (Zygaena loti)
New Forest burnet (Zygaena viciae)
Six-spot burnet (Zygaena filipendulae)
Five-spot burnet (Zygaena trifolii)
Narrow-bordered five-spot burnet (Zygaena lonicerae)
Transparent burnet (Zygaena purpuralis)
African species:

Fire grid burnet (Arniocera erythopyga)
Extinct species:

Neurosymploca? oligocenica Fernández-Rubio & Nel, 2000 (Lower Stampian, Céreste, Alpes-de-Haute-Provence, France)


== See also ==
List of zygaenid genera


== References ==


== External links ==

List of Zygaenidae Types, p. 8-11 (Museum Witt München).
Moths and Butterflies of Europe and North Africa - Zygaenidae - many pictures of species
""Family Zygaenidae"". Insecta.pro. Retrieved February 7, 2020.
Science News: Zygaenidae ""make cyanide using the exact same cellular machinery as their host plants""
Images of Zygaenidae species in New Zealand",3949
Zygaenidae,family,artfakta.se,"Bastardsvärmarna är en grupp fjärilar med iögonfallande färg och teckning. Alla arter i familjen har enbart dagaktiva fjärilar med förhållandevis kraftig kropp och smala vingar. Trots att de flyger på dagen tillhör de inte den grupp fjärilar som normalt kallas dagfjärilar. De har liksom de äkta dagfjärilarna (Papilionoidea) klubblika antenner, vilket saknas hos övriga fjärilar. Vid vila fäller de samman vingarna takformigt över ryggen till skillnad från dagfjärilarna som fäller ihop sina vingar vertikalt över kroppen. I Sverige förekommer sju arter fördelade på två släkten Zygaena (sex arter) och Adscita (en art). De sex arterna i släktet Zygaena har röda fläckar på i övrigt mörkblå till blåsvarta framvingar. De är mycket variabla i sin teckning och ofta krävs jämförelse av flera karaktärer vid artbestämning. Den enda arten i släktet Adscita ängsmetallvinge, Adscita statices, har grön till blågrön metallskimrande färg och saknar fläckar. Arten förekommer i två underarter, Adscita statices heuseri och A. statices statices, i landet. Bastardsvärmarnas larver är ofta gul- till grönaktiga med artspecifika svarta mönster på ryggen och sidorna. Inför förpuppningen bildar de karaktäristiska kokonger som de svarta pupporna ligger i.",1244
Yponomeutidae,family,butterfliesandmoths.org,"The Yponomeutidae family is represented in America north of Mexico by about 35 described species, most of which are relatively large, and some are colorful for microlepidoptera. Part of the Superfamily Yponomeutoidea, these medium-small moths have a wingspan of 1.2-3 cm. Larvae are also colorful, longitudinally striped with orange, black, and white, and live gregariously, producing copious silk and feeding on foliage, flowers, and seed as available. Adult moths at rest roll their wings and look like sticks, much like the members of Crambidae.",548
Yponomeutidae,family,wikipedia.org,"Certain members of the unrelated snout moths (Pyralidae) are also known as ""ermine moths."" Spilosoma lubricipeda is an unrelated moth with the common name ""white ermine.""

An ermine moth is any moth in the family Yponomeutidae, which has several hundred species, most of them in the tropics. The larvae tend to form communal webs, and some are minor pests in agriculture, forestry, and horticulture. Adult moths are minor pollinators.


== Taxonomy ==
The traditional morphology based taxonomy of Kyrki (1990) divided Yponomeutidae into six subfamilies, but this circumscription is not found to be monophyletic in molecular phylogenetic analyses.  van Nieukerken et al (2011) split off Praydidae, Attevidae and Argyresthiidae as separate families, and Sohn (2013) elevated Scythropiinae to family to contain Scythropia.
The two remaining subfamilies are:

Saridoscelinae
Yponomeutinae
The following genera have not been assigned subfamilies:


== Characteristics ==

Ermine moths are small to medium-sized moths varying in wingspan from 8 to 31 mm (0.3 to 1.2 in). The heads mostly have smooth scales, the haustellum is naked and the labial palps are curved upwards. The maxillary palps usually consist of one or two segments. The wings are long, often with fringes on the trailing edges of the hindwings. The colour is usually white, pale grey or drab, often with many dark speckles.
Adult ermine moths are mostly nocturnal.
The larvae are leaf-webbers, leaf skeletonizers, leafminers or needleminers and are found on a variety of host plants. Some cause economic damage to crops and trees.


== Species (selection) ==
Better-known species include:

Spindle ermine, Yponomeuta cagnagella
Bird-cherry ermine, Yponomeuta evonymella
Orchard ermine, Yponomeuta padella
Yponomeuta plumbella
Acmosara polyxena
Apple ermine Yponomeuta malinellus
Ailanthus webworm


== Etymology ==
The word Yponomeutidae comes from the Ancient Greek ὑπό (ypo) meaning under and νομός (nomós) meaning food or dwelling, thus ""feeding secretly, or burrow"".


== References ==


== External links ==

""Alien invasions, horror stories, or just the Ermine moth?"". Natural History Museum. 17 June 2010. Archived from the original on 8 January 2011.",2219
Yponomeutidae,family,artfakta.se,"Familjen Yponomeutidae omfattar ungefär 500 beskrivna arter och finns representerad i hela världen. I Europa förekommer drygt 100 arter, och 56 av dem finns i Norden.

Familjen tillhör Ditrysia − en naturlig grupp av fjärilsarter där honorna har två öppningar vid bakkroppsspetsen: en för parning och en för äggläggning. Mer ursprungliga fjärilsgrupper har en gemensam öppning. I Norden är familjen Yponomeutidae uppdelad i fyra underfamiljer: Scythropiinae, Yponomeutinae, Praydinae och Argyresthiinae.

Inom denna familj finns arter som uppmärksammas även av allmänheten. Larverna inom underfamiljen Yponomeutinae gör iögonfallande spinn på träd och buskar som brukar uppmärksammas i media. De övriga underfamiljernas larver lever mer diskret och kan vara svåra att finna även för en specialist.",797
Urodidae,family,butterfliesandmoths.org,,0
Urodidae,family,wikipedia.org,"Urodidae, whose species are commonly known as false burnet moths, is a family of moths in the lepidopteran order. It is the type genus in the superfamily, Urodoidea, with three genera, one of which, Wockia, occurs in Europe.


== Taxonomy and systematics ==
Urodidae were previously included in the superfamily Yponomeutoidea (Kyrki, 1984, 1988) and have also been lumped with Galacticidae (Heppner, 1991, 1997) or with other Sesioidea (Heppner, 1998). They belong to the lower part of the lepidopteran clade ""Apoditrysia"" (Dugdale et al., 1999) (i.e. not ""Obtectomera""[1]), but their closest relatives are as yet unknown and it is hoped that DNA sequencing can help resolve this question.
Urodidae was formerly the only family in the superfamily Urodoidea, but in 2020 a new family was described within Urodoidea, Ustyurtiidae.


== Morphology and identification ==
Urodidae resemble some Zygaenidae: Procridinae at rest. These small to medium-sized moths measure 11 to 37 mm in wingspan and often have a greyish or mottled forewing background colour. The male adult has a ""hairpencil"" on the costa of the hindwing. In the caterpillar, the placement of the setae and structure of the prolegs is diagnostic, and the pupal segments I–II are fixed. On the head, there are no ocelli or ""chaetosemata"" and the proboscis even at the base is unscaled. An ""epiphysis"" is present on the foreleg (Dugdale et al. (1999), and for more details).


== Distribution ==
The genera Urodus and Spiladarcha occur in the Neotropics while Wockia asperipunctella occurs in Europe and has recently been found in northern North America (Heppner, 1997; Landry, 1998) and unless this is a recent invasion the species would be a good example of a Holarctic distribution pattern.


== Biology and host plants ==

The biology is poorly known, but the larvae can be found on various tree species including some fruit trees. The ""bumelia webworm moth"" (Urodus parvula) is recorded on Lauraceae: (avocado=Persea), Fagaceae (Quercus), Sapotaceae (Sideroxylon) and Erythroxylaceae: Erythroxylum. Urodus parvula has also been reared on Rutaceae (Citrus) and Malvaceae (Hibiscus). W. asperipunctella has in North America been reared from quaking aspen (Populus tremuloides) (Landry, 1998) and also Salix in Europe. The pupa is contained in an open-mesh cocoon, which can be bright orange in colour, and is sometimes suspended on a very long thread below a leaf.


== Species ==
The following is a list of selected species:

Geoesthia ceylonica Sohn, 2014 [type locality Sri Lanka]
Spiladarcha capnodes (Walsingham, 1914) (originally in Anchimacheta)
Spiladarcha derelicta Meyrick, 1913 [type locality British Guiana]
Spiladarcha iodes (Walsingham, 1914) (originally in Anchimacheta)
Spiladarcha tolmetes (Walsingham, 1914) (originally in Anchimacheta)
Urodus amphilocha Meyrick, 1923
Urodus aphanoptis Meyrick, 1930
Urodus aphrogama Meyrick, 1936
Urodus auchmera Walsingham, 1914
Urodus brachyanches Meyrick, 1931
Urodus calligera Zeller, 1877
Urodus carabopa Meyrick, 1925
Urodus chiquita Busck, 1910
Urodus chrysoconis Meyrick, 1932
Urodus costaricae Busck, 1910
Urodus cumulata Walsingham, 1914
Urodus cyanombra Meyrick, 1913
Urodus cyclopica Meyrick, 1930
Urodus decens Meyrick, 1925
Urodus distincta Strand, 1911
Urodus favigera Meyrick, 1913
Urodus fonteboae Strand, 1911
Urodus forficulella (Walsingham, 1897) (originally in Paratiquadra)
Urodus fulminalis Meyrick, 1931
Urodus fumosa (Zeller, 1863) (originally in Trichostibas)
Urodus hephaestiella (Zeller, 1877)
Urodus hexacentris Meyrick, 1931
Urodus imitans Felder, 1875
Urodus imitata Druce, 1884
Urodus iophlebia Zeller, 1877
Urodus isoxesta Meyrick, 1932
Urodus isthmiella Busck, 1910
?Urodus lissopeda (Meyrick, 1932) (originally in Pygmocrates)
Urodus lithophaea Meyrick, 1913
Urodus marantica Walsingham, 1914
Urodus merida Strand, 1911
Urodus mirella (Möschler, 1890) (originally in Pexicnemidia)
Urodus modesta Druce, 1884
Urodus niphatma Meyrick, 1925
Urodus opticosema Meyrick, 1930
Urodus ovata Zeller, 1877
Urodus pallidicostella Walsingham, 1897
Urodus pamporphyra Meyrick, 1936
Urodus parvula Edwards, 1881[2]
Urodus perischias Meyrick, 1925
Urodus porphyrina Meyrick, 1932
Urodus praetextata Meyrick, 1913
Urodus procridias Meyrick, 1936
Urodus pulvinata Meyrick, 1923
Urodus sanctipaulensis Strand, 1911
Urodus scythrochalca Meyrick, 1932
Urodus sordidata Zeller, 1877
Urodus spumescens Meyrick, 1925
Urodus staphylina Meyrick, 1932
Urodus subcaerulea Dognin, 1910
Urodus sympiestis Meyrick, 1925
Urodus tineiformis (Walker, 1856) (originally in Aperla)
Urodus transverseguttata Zeller, 1877
Urodus triancycla Meyrick, 1931
Urodus venatella Busck, 1910
Urodus xiphura Meyrick, 1931
Wockia asperipunctella Bruand, 1850


== References ==

Heppner, J. (1991). Faunal regions and the diversity of Lepidoptera. Tropical Lepidoptera, 2 (Suppl. 1): 1–85.
Heppner, J. (1997). Wockia asperipunctella in North America (Lepidoptera: Urodidae: Galacticinae). Holarctic Lepidoptera, 4(2)
Heppner, J. (1998). Classification of Lepidoptera. Part 1. Introduction. Holarctic Lepidoptera, 5 (Suppl. 1): 1–148.
Kyrki, J. (1983). Adult abdominal sternum II in ditrysian tineoid superfamilies – morphology and phylogenetic significance (Lepidoptera). Annales Entomologia Fennica, 49: 89–9
Kyrki, J. (1988). The systematic position of Wockia Heinemann, 1870 and related genera (Lepidoptera: Ditrysia: Yponomeutidae auct.). Nota Lepidopterologica, 11: 45–69.
Landry, J.-F. (1998). Additional Nearctic records of Wockia aspericpunctella, with notes on its distribution and structural variation (Lepidoptera: Urodidae). Holarctic Lepidoptera, 5(3): 9–13.


== Sources ==
Firefly Encyclopedia of Insects and Spiders, edited by Christopher O'Toole, ISBN 1-55297-612-2, 2002. [Vernacular name]
The systematic position of Wockia Heinemann, 1870, and related genera (Lepidoptera: Ditrysia: Yponomeutidae auct.). Nota Lepidopterologica, 11(1): 53.[3]


== External links ==

Tree of Life
NHM Hosts Database
Fauna Europaea Experts
Wockia asperipunctella from Lepidoptera of Finland
Moth Photographer's Group
Cotinis (July 11, 2005). ""Bumelia Webworm Moth – Urodus parvula"". BugGuide.Net. Retrieved May 15, 2018.
Urodus parvula voucher
Barcoding progress
Nuclear gene sequencing progress",6298
Urodidae,family,artfakta.se,,0
Notodontidae,family,butterfliesandmoths.org,"The Notodontidae are members of the Superfamily Noctuoidea. These medium-sized moths have stout bodies and are typically drab--brown or grayish in color. Female prominents are generally larger than males. The proboscis varies widely; it is specialized in some species and reduced in others. When resting, prominents either hold their wings like a roof over the body or roll them, causing the moth to look like a stick. Larvae of some species are oddly shaped and look like parts of the host plant. Others are brightly colored and striped. Some are serious forest pests. Most prominents overwinter as larvae, pupating in a cell in the soil or in a loose cocoon on the ground in the spring.",688
Notodontidae,family,wikipedia.org,"Notodontidae is a family of moths with approximately 3,800 known species. The family was described by James Francis Stephens in 1829. Moths of this family are found in all parts of the world, but they are most concentrated in tropical areas, especially in the New World (Miller, 1992).
Species of this family tend to be heavy-bodied and long-winged, the wings held folded across the back of the body at rest. They rarely display any bright colours, usually being mainly grey or brown, with the exception of the subfamily Dioptinae (Grimaldi and Engel, 2005). These features mean they rather resemble Noctuidae although the families are not closely related. The adults do not feed. Many species have a tuft of hair on the trailing edge of the forewing which protrudes upwards at rest. This gives them their scientific name ""back tooth"" and the common name of prominents. The common names of some other species reflect their hairiness, such as puss moth and the group commonly known as kittens (Furcula spp.), so named as they resemble small versions of the puss moth.


== Life cycle ==


=== Egg ===
The egg is hemispherical or almost spherical, and lacks any ribs (Scoble, 1995).


=== Larvae ===
The caterpillars are usually hairless, but may have tubercules, spines, or humps (Scoble 1995), and often rest with both ends raised. The last set of prolegs is frequently vestigial, or may be long, with glands that can be everted. Some larvae undergo shape modification and colour changes with each instar (Weller, 1992). Notodontid larvae are notable for their often bizarre shapes, and some have chemical defences (cyanic acid, formic acid, and other ketones: Blum, 1981) not commonly found in other Lepidoptera (Weller 1992). Schizura unicornis and S. badia have a mixture of formic acid, acetic acid and other compounds which they spray accurately at their attacker (Attygalle et al., 1993).

The larvae of some species are truly extraordinary: That of the puss moth has a fearsome-looking ""face"" and two long whip-like ""tails"" (actually highly modified prolegs) and it rears both ends in a threatening display when disturbed. The larva of the lobster moth is even more remarkable, resembling a crustacean. Others, such as Cerura vinula
mimic the edge of a leaf that has been damaged and is turning brown (they rest and feed along the edge of the leaf).
Most are solitary feeders, but some are gregarious, and this is most common in the processionary moths, Thaumetopoeinae.
They feed on trees and shrubs, except in the subfamily Dioptinae, which feed on herbaceous plants (Miller, 1992). The larvae typically feed on only one family of trees, but closely related species will feed on distantly related plants; for example different members of the genus Datana feed on Juglandaceae, Hamamelidaceae, Ericaceae and Anacardiaceae (Miller 1992).


=== Adults ===
Adults have tympanal organs on the metathorax that opens towards the top, and the tibial spurs have serrated edges (Scoble, 1995). Mouthparts vary from well-developed to absent. The Dioptinae, which was formerly considered a separate family, are colourful and fly by day, while the rest of the notodontids are nocturnal. Some of these Dioptinae have non-functional tympanal hearing organs which are normally defensive against bats (Fullard et al., 1997).


== Importance ==
Some notodontids cause noticeable defoliation of their hosts. Well-known defoliators include: the saddled prominent (Heterocampa guttivita), poplar defoliator (Clostera cupreata), California oakworm (Phryganidia californica), the beech caterpillar, (Quadricalcarifera punctatella), variable oakleaf caterpillar (Lochmaeus manteo), Epicerura pergisea, yellownecked caterpillars (Datana ministra), and walnut caterpillar (Datana integerrima), among others.


== Systematics ==
Formerly, the genus Oenosandra was placed in this family and the subfamily Thaumetopoeinae was treated at independent family rank, however they have now been reclassified. Recent molecular research has stabilized and consolidated most of the constituent subfamily and tribal rank taxa.


== Notable species ==
Buff-tip (Phalera bucephala)
Puss moth (Cerura vinula)
Lobster moth (Stauropus fagi)
Poplar kitten (Furcula bifida)
Coxcomb prominent (Ptilodon capucina)
Rough prominent (Nadata gibbosa)


== See also ==
Comparison of butterflies and moths
Ochrogaster, a genus of Australian processionary caterpillar


== References ==

Attygalle, AB, S. Smedley, J. Meinwald and T. Eisner. 1993. Defensive secretion of 2 notodontid caterpillars. J. Chem Ecol 19(10):2089-2104.
Blum, M.S. 1981. Chemical Defenses of Arthropods. Academic Press, New York.
Chinery, Michael. 1991. Collins Guide to the Insects of Britain and Western Europe 1986 (Reprinted 1991)
Fullard, James, Jeff W. Dawson, L. Daniel Otero, Annemarie Surlykke. 1997. Bat-deafness in day-flying moths (Lepidoptera, Notodontidae, Dioptinae). Journal of Comparative Physiology A 181(5): 477-483
Grimaldi, D, and MS Engel, 2005. Evolution of the Insects. Cambridge University Press.
Miller, James. 1992. Host-plant association among prominent moths. BioScience 42 (1): 50-56.
Scoble, MJ. 1995. The Lepidoptera: Form, Function and Diversity. Second ed. Oxford University Press.
Skinner, Bernard. 1984. Colour Identification Guide to Moths of the British Isles
Weller, SJ. 1992. Survey of Adult Morphology in Nystaleinae and Related Neotropical Subfamilies (Noctuoidea: Notodontidae). Journal of Research on the Lepidoptera 31(3-4):233-277.


== External links ==
""Family Notodontidae"" at Insecta.pro
azalea caterpillar, Datana major on the UF / IFAS Featured Creatures Web site",5644
Notodontidae,family,artfakta.se,Tandspinnare är en artrik familj som omfattar oftast barkfärgade och kryptiskt tecknade fjärilar. Larverna saknar oftast rik behåring och flera har iögonfallande ryggpucklar eller utskott. De flesta arter lever i lövskogar men några lever på barrträd. Märkliga larvprocessioner förekommer hos några få arter.,308
Bombycidae,family,butterfliesandmoths.org,,0
Bombycidae,family,wikipedia.org,"The Bombycidae are a family of moths known as silkworm moths. The best-known species is Bombyx mori (Linnaeus), or domestic silk moth, native to northern China and domesticated for millennia. Another well-known species is Bombyx mandarina, also native to Asia.


== Taxonomy ==
The family was recently severely restricted, and currently contains only one or two subfamilies, the Bombycinae and Epiinae (previously the tribe Epiini). The former subfamilies Oberthueriinae and Prismostictinae have been placed as subjective junior synonyms of Endromidae. The former subfamilies Apatelodinae and Phiditiinae have been reinstated as separate families.


== Genera ==
This list is provisional. Epia may also be placed within Apatelodidae, along with Tamphana. Some genera were formerly placed in Apatelodinae, such as Anticla and Quentalia.

Amusaron
Anticla Walker, 1855
Bivincula
Bivinculata
Bombyx
Colla
Dalailama
Elachyophtalma
Epia
Ernolatia
Gastridiota
Gnathocinara
Gunda
Moeschleria
Ocinara
Penicillifera
Quentalia Schaus, 1929
Racinoa
Rondotia
Tamphana
Trilocha
Triuncina
Valvaribifidum
Vinculinula
Vingerhoedtia


== References ==

Natural History Museum Lepidoptera genus database
List of Bombycidae Types (Museum Witt München).",1233
Bombycidae,family,artfakta.se,,0
Pyralidae,family,butterfliesandmoths.org,"The Pyralidae are members of the Superfamily Pyraloidea. A diverse group, there are more than 6,000 species described worldwide, and more than 600 species in America north of Mexico, comprising the third largest moth family in North America. These are small to medium and occasionally large moths (wingspan 0.9-3.7 cm) with variable morphological features. Adults hold their wings out to the side, fold them flat, or roll them up, making their bodies look like sticks. Larvae are primarily concealed feeders, most often borers in seeds, fruit, or stems, or in tunnels in the soil beneath plants. Others construct nestlike shelters among tied leaves, sometimes of tough silk. Diverse living plants are consumed, as well as dry vegetable matter including seeds, <i>Hymenoptera</i> nests, and wax in bee hives. Many are household and granary pests that have been transported worldwide by human activities.",902
