taxon,level,source,description,desc_len
Antaea,genus,butterfliesandmoths.org,,0
Antaea,genus,wikipedia.org,"In Greek mythology, Antaea (Ancient Greek: Ἀνταία), Antaia, or Antea, was an epithet of the goddesses Demeter, Rhea, and Cybele. Its meaning is unclear but it probably signifies a goddess whom man may approach in prayers, this name look like ""ain tinea"" the berbere queen of Algerian desert (Tin Hinan). It may also have to do with Cybele's hostility to the Telchines.
""Antaea"" was also another name for Stheneboea, wife of Proetus.


== Notes ==

 This article incorporates text from a publication now in the public domain: Schmitz, Leonhard (1870). ""Antaea"". In Smith, William (ed.). Dictionary of Greek and Roman Biography and Mythology. Vol. 1. p. 181.",656
Antaea,genus,artfakta.se,,0
Talmeca,genus,butterfliesandmoths.org,,0
Talmeca,genus,wikipedia.org,,0
Talmeca,genus,artfakta.se,,0
Psilacron,genus,butterfliesandmoths.org,,0
Psilacron,genus,wikipedia.org,,0
Psilacron,genus,artfakta.se,,0
Kurtia,genus,butterfliesandmoths.org,,0
Kurtia,genus,wikipedia.org,,0
Kurtia,genus,artfakta.se,,0
Disphragisella,genus,butterfliesandmoths.org,,0
Disphragisella,genus,wikipedia.org,,0
Disphragisella,genus,artfakta.se,,0
Disphragis,genus,butterfliesandmoths.org,,0
Disphragis,genus,wikipedia.org,"Disphragis is a genus of moths of the family Notodontidae erected by Jacob Hübner in 1820. The genus is confined to the New World and it contains about 137 species.


== Selected species ==
Disphragis albovirens Dognin, 1908
Disphragis anatole Miller, 2011
Disphragis bifurcata Sullivan & Pogue, 2014
Disphragis captiosa Draudt, 1932
Disphragis cubana (Grote, 1865)
Disphragis delira (Schaus, 1905)
Disphragis disvirens Miller, 2011
Disphragis hemicera (Schaus, 1910)
Disphragis manethusa (Druce, 1887)
Disphragis notabilis Schaus, 1906
Disphragis rhodoglene Miller, 2011
Disphragis sobolis Miller, 2011
Disphragis splendens Druce, 1911
Disphragis tharis (Stoll, 1780)
Disphragis thrinax Miller, 2011
Disphragis tricolor Druce, 1911
Disphragis vivida Schaus, 1910


== Former species ==
Disphragis normula Dognin, 1909


== References ==

Sullivan, J.B.; Pogue, M.G. 2014: The Disphragis notabilis (Schaus) species-group in Costa Rica (Lepidoptera, Notodontidae). ZooKeys, 421: 21-38. doi:10.3897/zookeys.421.7351


== External links ==

Savela, Markku. ""Disphragis Hübner, [1820]"". Lepidoptera and Some Other Life Forms. Retrieved June 18, 2019.",1146
Disphragis,genus,artfakta.se,,0
Hapigiodes,genus,butterfliesandmoths.org,,0
Hapigiodes,genus,wikipedia.org,,0
Hapigiodes,genus,artfakta.se,,0
Eustema,genus,butterfliesandmoths.org,,0
Eustema,genus,wikipedia.org,,0
Eustema,genus,artfakta.se,,0
Euphastia,genus,butterfliesandmoths.org,,0
Euphastia,genus,wikipedia.org,,0
Euphastia,genus,artfakta.se,,0
Drugera,genus,butterfliesandmoths.org,,0
Drugera,genus,wikipedia.org,"Drugera is a genus of moths of the family Notodontidae.


== Selected species ==
Drugera morona (Druce, 1898)
Drugera santiago Thiaucourt & Miller, 2011


== References ==",171
Drugera,genus,artfakta.se,,0
Drastoma,genus,butterfliesandmoths.org,,0
Drastoma,genus,wikipedia.org,,0
Drastoma,genus,artfakta.se,,0
Dottia,genus,butterfliesandmoths.org,,0
Dottia,genus,wikipedia.org,,0
Dottia,genus,artfakta.se,,0
Dognina,genus,butterfliesandmoths.org,,0
Dognina,genus,wikipedia.org,"Dognina is a genus of moths of the family Notodontidae.


== Selected species ==
Dognina honeyi Miller, 2011
Dognina veltini (Dognin, 1890)


== References ==",158
Dognina,genus,artfakta.se,,0
Contrebia,genus,butterfliesandmoths.org,,0
Contrebia,genus,wikipedia.org,,0
Contrebia,genus,artfakta.se,,0
Chliaroides,genus,butterfliesandmoths.org,,0
Chliaroides,genus,wikipedia.org,,0
Chliaroides,genus,artfakta.se,,0
Chadisrochroa,genus,butterfliesandmoths.org,,0
Chadisrochroa,genus,wikipedia.org,,0
Chadisrochroa,genus,artfakta.se,,0
Azaxia,genus,butterfliesandmoths.org,,0
Azaxia,genus,wikipedia.org,"Azaxia is a genus of moths of the family Notodontidae.


== Species ==
Azaxia dyari Schaus, 1911
Azaxia hamula Miller, 2011
Azaxia luteilinea (Druce, 1904)


== References ==",174
Azaxia,genus,artfakta.se,,0
Rhapigia,genus,butterfliesandmoths.org,,0
Rhapigia,genus,wikipedia.org,,0
Rhapigia,genus,artfakta.se,,0
Procolax,genus,butterfliesandmoths.org,,0
Procolax,genus,wikipedia.org,,0
Procolax,genus,artfakta.se,,0
Anita,genus,butterfliesandmoths.org,,0
Anita,genus,wikipedia.org,,0
Anita,genus,artfakta.se,,0
Truncaptera,genus,butterfliesandmoths.org,,0
Truncaptera,genus,wikipedia.org,,0
Truncaptera,genus,artfakta.se,,0
Lirimiris,genus,butterfliesandmoths.org,,0
Lirimiris,genus,wikipedia.org,"Lirimiris is a genus of moths of the family Notodontidae erected by Francis Walker in 1865.


== Species ==
Lirimiris albolineata Druce, 1887
Lirimiris auriflua Draudt, 1937
Lirimiris guatemalensis Rothschild, 1917
Lirimiris lignitecta Walker, 1865
Lirimiris meridionalis (Schaus, 1904)
Lirimiris truncata (Herrich-Schäffer, [1856])


== References ==",351
Lirimiris,genus,artfakta.se,,0
Arhacia,genus,butterfliesandmoths.org,,0
Arhacia,genus,wikipedia.org,,0
Arhacia,genus,artfakta.se,,0
Tecmessa,genus,butterfliesandmoths.org,,0
Tecmessa,genus,wikipedia.org,"The name Tecmessa (Ancient Greek: Τέκμησσα, romanized: Tékmēssa) refers to the following characters in Greek mythology:

Tecmessa, daughter of Teleutas, King of Phrygia, or Teuthras, King of Teuthrania in Mysia, or Tethras or Teuthas. During the Trojan War, Telamonian Ajax kills Tecmessa's father and takes her captive; his reason for doing so may have been, as the 1st-century BC Roman poet, Horace, wrote, that Ajax was captivated by Tecmessa's beauty. In Sophocles' Ajax, Tecmessa unsuccessfully tries to dissuade Ajax from committing suicide. She is the first to find his corpse, which she promptly covers with her own clothing to prevent further heartache. Their infant son, Eurysaces, however, survives the incident.
Tecmessa, one of the Amazons killed by Heracles in his quest for the girdle of Hippolyte.


== Notes ==


== References ==
Diodorus Siculus, The Library of History translated by Charles Henry Oldfather. Twelve volumes. Loeb Classical Library. Cambridge, Massachusetts: Harvard University Press; London: William Heinemann, Ltd. 1989. Vol. 3. Books 4.59–8. Online version at Bill Thayer's Web Site
Diodorus Siculus, Bibliotheca Historica. Vol 1-2. Immanel Bekker. Ludwig Dindorf. Friedrich Vogel. in aedibus B. G. Teubneri. Leipzig. 1888–1890. Greek text available at the Perseus Digital Library.
Sophocles, The Ajax of Sophocles edited with introduction and notes by Sir Richard Jebb. Cambridge. Cambridge University Press. 1893. Online version at the Perseus Digital Library.
Sophocles, Sophocles. Vol 2: Ajax. Electra. Trachiniae. Philoctetes with an English translation by F. Storr. The Loeb classical library, 21. Francis Storr. London; New York. William Heinemann Ltd.; The Macmillan Company. 1913. Greek text available at the Perseus Digital Library.",1779
Tecmessa,genus,artfakta.se,,0
Trichomoplata,genus,butterfliesandmoths.org,,0
Trichomoplata,genus,wikipedia.org,,0
Trichomoplata,genus,artfakta.se,,0
Sericochroa,genus,butterfliesandmoths.org,,0
Sericochroa,genus,wikipedia.org,,0
Sericochroa,genus,artfakta.se,,0
Bardaxima,genus,butterfliesandmoths.org,,0
Bardaxima,genus,wikipedia.org,,0
Bardaxima,genus,artfakta.se,,0
Dunama,genus,butterfliesandmoths.org,,0
Dunama,genus,wikipedia.org,"Miller, James S.; Thiaucourt, Paul (November 1, 2011). ""Diversity of Prominent Moths (Lepidoptera: Noctuoidea: Notodontidae) in the Cloud Forests of Northeastern Ecuador, with Descriptions of 27 New Species"". Annals of the Entomological Society of America. 104 (6): 1033–1077. doi:10.1603/AN10141. S2CID 84282548.",313
Dunama,genus,artfakta.se,,0
Didugua,genus,butterfliesandmoths.org,,0
Didugua,genus,wikipedia.org,"Didugua is a monotypic moth genus of the family Notodontidae (the prominents). Its only species, Didugua argentilinea, the silvered prominent, is found in North America. Both the genus and species were first described by Herbert Druce in 1891.
The MONA or Hodges number for Didugua argentilinea is 7961.


== References ==


== Further reading ==",346
Didugua,genus,artfakta.se,,0
Dasylophia,genus,butterfliesandmoths.org,,0
Dasylophia,genus,wikipedia.org,"Dasylophia is a genus of moths of the family Notodontidae first described by Alpheus Spring Packard in 1864.


== Species ==
Dasylophia anguina (J. E. Smith, 1797)
Dasylophia lucia Schaus, 1901
Dasylophia lupia (Druce, 1887)
Dasylophia seriata (Druce, 1887)
Dasylophia thyatiroides (Walker, 1862)


== References ==",315
Dasylophia,genus,artfakta.se,,0
Calledema,genus,butterfliesandmoths.org,,0
Calledema,genus,wikipedia.org,,0
Calledema,genus,artfakta.se,,0
Ophitis,genus,butterfliesandmoths.org,,0
Ophitis,genus,wikipedia.org,,0
Ophitis,genus,artfakta.se,,0
Naprepa,genus,butterfliesandmoths.org,,0
Naprepa,genus,wikipedia.org,"Trilocha is a genus of moths of the family Bombycidae first described by Frederic Moore in 1855. It is sometimes treated as a synonym of Ocinara.


== Selected species ==
Trilocha annae (Thiaucourt, 1997)
Trilocha arabica (Wiltshire, 1982)
Trilocha friedeli Dierl, 1978
Trilocha guianensis (Thiaucourt, 2009)
Trilocha myodes West, 1932
Trilocha pallescens Schaus, 1921
Trilocha pulcherioides (Thiaucourt, 2009)
Trilocha varians (Walker, 1855)


== Former species ==
Trilocha sinica Dierl, 1979


== References ==",512
Naprepa,genus,artfakta.se,,0
Meragisa,genus,butterfliesandmoths.org,,0
Meragisa,genus,wikipedia.org,"Meragisa is a genus of moths of the family Notodontidae. The genus contains about 45 species, distributed from Mexico south to Bolivia and Brazil.


== Selected species ==
Meragisa dasra Dognin, 1904
Meragisa nicolasi Schaus, 1939
Meragisa valdiviesoi (Dognin, 1890)
Meragisa zebrina Miller, 2011


== References ==",315
Meragisa,genus,artfakta.se,,0
Pauluma,genus,butterfliesandmoths.org,,0
Pauluma,genus,wikipedia.org,,0
Pauluma,genus,artfakta.se,,0
Phastia,genus,butterfliesandmoths.org,,0
Phastia,genus,wikipedia.org,,0
Phastia,genus,artfakta.se,,0
Schizura,genus,butterfliesandmoths.org,,0
Schizura,genus,wikipedia.org,"Schizura is a genus of prominent moths in the family Notodontidae. There are about eight described species in Schizura.
Some species in this genus have been transferred to the genera Coelodasys and Oedemasia as a result of research published in 2021.


== Species ==
These eight species belong to the genus Schizura:

Schizura badia (Packard, 1864) (chestnut schizura)
Schizura biedermani Barnes & McDunnough, 1911
Schizura ipomaeae Doubleday, 1841 (morning-glory prominent)
Schizura madara Schaus, 1939
Schizura manca Schaus, 1912
Schizura matheri Miller & Franclemont, 2021
Schizura obligata (Dyar, 1919)
Schizura pelialis Schaus, 1937


== References ==",656
Schizura,genus,artfakta.se,,0
Salluca,genus,butterfliesandmoths.org,,0
Salluca,genus,wikipedia.org,,0
Salluca,genus,artfakta.se,,0
Rifargia,genus,butterfliesandmoths.org,,0
Rifargia,genus,wikipedia.org,"Rifargia is a genus of moths of the family Notodontidae erected by Francis Walker in 1862.


== Species ==
Rifargia bichorda (Hampson, 1901)
Rifargia distinguenda (Walker, 1856)
Rifargia ditta (Barnes & McDunnough, 1910)
Rifargia lineata (Druce, 1887)
Rifargia xylinoides Walker, 1862
Rifargia occulta Schaus, 1905


== References ==",333
Rifargia,genus,artfakta.se,,0
Rhuda,genus,butterfliesandmoths.org,,0
Rhuda,genus,wikipedia.org,,0
Rhuda,genus,artfakta.se,,0
Pseudodryas,genus,butterfliesandmoths.org,,0
Pseudodryas,genus,wikipedia.org,,0
Pseudodryas,genus,artfakta.se,,0
Nebulosa,genus,butterfliesandmoths.org,,0
Nebulosa,genus,wikipedia.org,"Nebulosa is a genus of moths of the family Notodontidae. It consists of the following species:

Nebulosa albitumida  (Dognin, 1902) 
Nebulosa aliena  (Dognin, 1904) 
Nebulosa bialbifera  (Warren, 1904) 
Nebulosa cistrina  (Druce, 1899) 
Nebulosa cistrinoides  (Dognin, 1909) 
Nebulosa cletor  (Druce, 1893) 
Nebulosa creon  (Druce, 1885) 
Nebulosa crypsispila  (Warren, 1901) 
Nebulosa delicata  Miller, 2008
Nebulosa elicioi  Miller, 2008
Nebulosa erymas  (Druce, 1885) 
Nebulosa fulvipalpis  (Dognin, 1910) 
Nebulosa grimaldii  Miller, 2008
Nebulosa halesius  (Druce, 1885) 
Nebulosa hermani  Miller, 2008
Nebulosa huacamayensis  Miller, 2008
Nebulosa inaequiplaga  (Dognin, 1911) 
Nebulosa latialbata  (Prout, 1918) 
Nebulosa mirma  (Druce, 1899) 
Nebulosa nasor  (Druce, 1899) 
Nebulosa nervosa  (Edwards, 1884) 
Nebulosa ocellata  Miller, 2008
Nebulosa plataea  (Druce, 1893) 
Nebulosa rabae  Miller, 2008
Nebulosa rawlinsi  Miller, 2008
Nebulosa rudicula  Miller, 2008
Nebulosa sirenia  (Hering, 1925) 
Nebulosa thanatos  (Hering, 1925) 
Nebulosa tiznon  (Dognin, 1899) 
Nebulosa yanayacu  Miller, 2008",1108
Nebulosa,genus,artfakta.se,,0
Isostyla,genus,butterfliesandmoths.org,,0
Isostyla,genus,wikipedia.org,"Isostyla is a genus of moths of the family Notodontidae. It consists of the following species:

Isostyla biquadrata  Prout, 1918
Isostyla ithomeina  (Butler, 1872) 
Isostyla picata  (Warren, 1900) 
Isostyla purefacta  Prout, 1918
Isostyla zetila  (Boisduval, 1870)",264
Isostyla,genus,artfakta.se,,0
Hadesina,genus,butterfliesandmoths.org,,0
Hadesina,genus,wikipedia.org,"Hadesina is a genus of moths of the family Notodontidae. It consists of the following species:

Hadesina caerulescens  (Schaus, 1913) 
Hadesina divisa Dognin, 1902
Hadesina goeleti Miller, 2008
Hadesina limbaria Warren, 1900",224
Hadesina,genus,artfakta.se,,0
Erbessa,genus,butterfliesandmoths.org,,0
Erbessa,genus,wikipedia.org,"Erbessa is a genus of moths of the family Notodontidae. It consists of the following species:

Erbessa albilinea  Miller, 2008
Erbessa alea  (Druce, 1890) 
Erbessa augusta  (Warren, 1909) 
Erbessa avara  (Druce, 1899) 
Erbessa basivitta  (Prout, 1918) 
Erbessa biplagiata  (Warren, 1897) 
Erbessa capena  Druce, 1885
Erbessa cassandra  (Druce, 1885) 
Erbessa celata  (Warren, 1906) 
Erbessa cingulina  (Druce, 1885) 
Erbessa citrina  Druce, 1898
Erbessa clite  (Walker, 1854) 
Erbessa conigera  (Prout, 1918) 
Erbessa continens  (Prout, 1918) 
Erbessa corvica  (Dognin, 1923) 
Erbessa cuneiplaga  (Prout, 1918) 
Erbessa decolorata  (Hering, 1925) 
Erbessa depravata  (Hering, 1925) 
Erbessa desmotrichoides  (Hering, 1925) 
Erbessa dominula  (Warren, 1909) 
Erbessa euryzona  (Prout, 1922) 
Erbessa evippe  (Walker, 1854) 
Erbessa evippoides  (Hering, 1925) 
Erbessa graba  (Druce, 1899) 
Erbessa inaria  (Druce, 1885) 
Erbessa integra  (C. and R. Felder, 1874) 
Erbessa josia  (C. and R. Felder, 1862) 
Erbessa labana  (Druce, 1895) 
Erbessa lamasi  Miller, 2008
Erbessa leechi  (Prout, 1918) 
Erbessa lindigii  (C. and R. Felder, 1874) 
Erbessa longiplaga  (Warren, 1907) 
Erbessa macropoecila  (Hering, 1925) 
Erbessa maera  (Schaus, 1892) 
Erbessa mimica  (Hering, 1925) 
Erbessa mitys  (Druce, 1899) 
Erbessa ovia  (Druce, 1893) 
Erbessa pales  (Druce, 1893) 
Erbessa papula  (Dognin, 1923) 
Erbessa primula  (Dognin, 1919) 
Erbessa priverna  (Cramer, 1777) 
Erbessa projecta  (Warren, 1909) 
Erbessa prolifera  (Walker, 1854) 
Erbessa prouti  (Hering, 1925) 
Erbessa pyraloides  (Walker, 1854) 
Erbessa quadricolor  (Walker, 1856) 
Erbessa regis  (Hering, 1925) 
Erbessa saga  (Hering, 1925) 
Erbessa salvini  (C. and R. Felder, 1874) 
Erbessa seducta  (Prout, 1918) 
Erbessa semimarginata  (Dognin, 1902) 
Erbessa semiplaga  (Warren, 1905) 
Erbessa sobria  Walker, 1854
Erbessa stroudi  Miller, 2008
Erbessa tapajoza  (Dognin, 1923) 
Erbessa tegyroides  Miller, 2008
Erbessa thiaucourti  Miller, 2008
Erbessa umbrifera  (Walker, 1854) 
Erbessa unimacula  (Warren, 1907) 
Erbessa ursula  (Hering, 1925)",2108
Erbessa,genus,artfakta.se,,0
Dioptis,genus,butterfliesandmoths.org,,0
Dioptis,genus,wikipedia.org,"Dioptis is a genus of moths of the family Notodontidae. It consists of the following species:

Dioptis aeliana  Bates, 1862
Dioptis angustifascia  Hering, 1925
Dioptis areolata  Walker, 1854
Dioptis beckeri  Miller, 2008
Dioptis butes  (Druce, 1885) 
Dioptis candelaria  Druce, 1885
Dioptis charila  Druce, 1893
Dioptis charon  Druce, 1893
Dioptis cheledonis  Druce, 1893
Dioptis chloris  Druce, 1893
Dioptis climax  Prout, 1918
Dioptis columbiana  Hering, 1925
Dioptis curvifascia  Prout, 1918
Dioptis cyma  Hübner, 1818
Dioptis dentistriga  Hering, 1925
Dioptis egla  Druce, 1893
Dioptis eteocles  (Druce, 1885) 
Dioptis fatima  (Möschler, 1877) 
Dioptis fratelloi  Miller, 2008
Dioptis ilerdina  Bates, 1862
Dioptis incerta  Hering, 1925
Dioptis indentata  Hering, 1925
Dioptis leucothyris  (Butler, 1876) 
Dioptis longipennis  (Schaus, 1913) 
Dioptis meon  (Cramer, 1775) 
Dioptis nigrivenis  Hering, 1925
Dioptis obliquaria  (Warren, 1905) 
Dioptis onega  Bates, 1862
Dioptis otanes  Druce, 1893
Dioptis pallene  Druce, 1893
Dioptis paracyma  Prout, 1918
Dioptis pellucida  Warren, 1901
Dioptis peregrina  Hering, 1925
Dioptis phelina  C. and R. Felder, 1874
Dioptis proix  Prout, 1918
Dioptis restricta  Warren, 1901
Dioptis roraima  Druce, 1893
Dioptis stenothyris  Prout, 1918
Dioptis subalbata  (Dognin, 1904) 
Dioptis tessmanni  Hering, 1925
Dioptis trailii  (Butler, 1877) 
Dioptis uniguttata  Warren, 1901
Dioptis vacuata  Warren, 1905
Dioptis vitrifera  Warren, 1905
Dioptis zarza  (Dognin, 1894)",1509
Dioptis,genus,artfakta.se,,0
Chrysoglossa,genus,butterfliesandmoths.org,,0
Chrysoglossa,genus,wikipedia.org,"Chrysoglossa is a genus of moths of the family Notodontidae. It consists of the following species:

Chrysoglossa demades  (Druce, 1885) 
Chrysoglossa fumosa  Miller, 2008
Chrysoglossa maxima  (Druce, 1897) 
Chrysoglossa mexicana  (Hering, 1925) 
Chrysoglossa norburyi  Miller, 2008
Chrysoglossa phaethon  (Schaus, 1912) 
Chrysoglossa submaxima  (Hering, 1925)",359
Chrysoglossa,genus,artfakta.se,,0
Brachyglene,genus,butterfliesandmoths.org,,0
Brachyglene,genus,wikipedia.org,"Brachyglene is a genus of moths of the family Notodontidae. It consists of the following species:

Brachyglene albicephala  Miller, 2008
Brachyglene bracteola  (Geyer, 1832) 
Brachyglene caenea  (Drury, 1782) 
Brachyglene crocearia  (Schaus, 1912) 
Brachyglene fracta  Miller, 2008
Brachyglene patinata  Prout, 1918
Brachyglene schausi  Prout, 1918
Brachyglene subtilis  (C. and R. Felder, 1874) 
Brachyglene superbior (Strand, 1912)
Brachyglene thirmida  Hering, 1925",468
Brachyglene,genus,artfakta.se,,0
Oricia,genus,butterfliesandmoths.org,,0
Oricia,genus,wikipedia.org,"Vepris is a genus of plant in family Rutaceae. It comprises around 90 species, mainly from tropical Africa, Madagascar and the Mascarene Islands and at a lesser extent Arabia and India.


== Species ==
As of September 2021, Plants of the World Online (PoWO) accepted the following species:


== References ==",308
Oricia,genus,artfakta.se,,0
Phaeochlaena,genus,butterfliesandmoths.org,,0
Phaeochlaena,genus,wikipedia.org,"Phaeochlaena is a genus of moths of the family Notodontidae. It consists of the following species:

Phaeochlaena amazonica Druce, 1899
Phaeochlaena bicolor  (Möschler, 1877) 
Phaeochlaena costaricensis  Miller, 2008
Phaeochlaena gyon  (Fabricius, 1787) 
Phaeochlaena hazara  (Butler, 1871) 
Phaeochlaena lampra  Prout, 1918
Phaeochlaena solilucis  Butler, 1878",360
Phaeochlaena,genus,artfakta.se,,0
Tithraustes,genus,butterfliesandmoths.org,,0
Tithraustes,genus,wikipedia.org,"Tithraustes (Old Persian: *Ciθrāvahištaʰ; Ancient Greek: Τιθραύστης Tithraústēs) was the Persian satrap of Sardis for several years in the early 4th century BC.  Due to scanty historical records, little is known of the man or his activities.  He was sent out from Susa to replace Tissaphernes in 395 BC, and, after arresting his predecessor, executed him.
To remove the threat to his satrapy posed by the Spartan army of Agesilaus, Tithraustes persuaded Agesilaus to march north into the satrapy of Pharnabazus, and provided him with money for the march.  After this event, no further actions of his can be traced.
Xenophon states that it was Tithraustes who dispatched Timocrates of Rhodes to Greece to stir up opposition to Sparta, but this seems unlikely for chronological reasons.


== References ==
Fine, John V. A. The Ancient Greeks: A Critical History (Harvard University Press, 1983) ISBN 0-674-03314-0
Xenophon (1890s) [original 4th century BC]. Hellenica . Translated by Henry Graham Dakyns – via Wikisource.


== Footnotes ==",1037
Tithraustes,genus,artfakta.se,,0
Scotura,genus,butterfliesandmoths.org,,0
Scotura,genus,wikipedia.org,"Scotura is a genus of moths of the family Notodontidae. It consists of the following species:

annulata species group:
Scotura aeroptera  Miller, 2008
Scotura annulata  (Guérin-Ménéville, 1844) 
Scotura bugabensis  (Druce, 1895) 
auriceps species group:
Scotura atelozona  Prout, 1918
Scotura auriceps  Butler, 1878
Scotura contracta  Dognin, 1923
Scotura delineata  Dognin, 1923
Scotura longigutta  Warren, 1909
Scotura nigrata  Warren, 1906
Scotura nigricaput  Dognin, 1923
Scotura transversa  (Warren, 1906) 
Scotura vestigiata  Prout, 1918
flavicapilla species group:
Scotura abstracta Prout, 1918
Scotura flavicapilla  (Hübner, 1823) 
Scotura fulviceps  (C. and R. Felder, 1874) 
Scotura fusciceps  Warren, 1909
Scotura intermedia  Warren, 1909
Scotura leucophleps  Warren, 1909
Scotura nervosa  Schaus, 1896
Scotura niveilimba  Miller, 2008
Scotura occidentalis  Miller, 2008
Scotura quadripuncta  Miller, 2008
Scotura signata  Hering, 1925
Scotura venata  (Butler, 1877)",977
Scotura,genus,artfakta.se,,0
Sagittala,genus,butterfliesandmoths.org,,0
Sagittala,genus,wikipedia.org,"Sagittala is a genus of moths of the family Notodontidae. It consists of only one species, Sagittala peba, which is found in Panama and Costa Rica.


== References ==
Miller, James S. (2009). ""Generic revision of the Dioptinae (Lepidoptera: Noctuoidea: Notodontidae) Part 1: Dioptini"". Bulletin of the American Museum of Natural History. 321 (2): 1–676. hdl:2246/5978.",368
Sagittala,genus,artfakta.se,,0
Pseudoricia,genus,butterfliesandmoths.org,,0
Pseudoricia,genus,wikipedia.org,"Pseudoricia is a genus of moths of the family Notodontidae. It consists of the following species:

Pseudoricia flavizoma Miller, 2008
Pseudoricia ovisigna  (Prout, 1918) 
Pseudoricia sibyllae  (Druce, 1885)",206
Pseudoricia,genus,artfakta.se,,0
Polypoetes,genus,butterfliesandmoths.org,,0
Polypoetes,genus,wikipedia.org,"In Greek mythology, Polypoetes (; Ancient Greek: Πολυποίτης, Polupoitēs) was a name attributed to the following individuals:

Polypoetes, the Aetolian son of Apollo and Phthia, brother of Dorus and Laodocus. He was killed by Aetolus.
Polypoetes, son of Hippodamia and Pirithous. A native of the Thessalian city of Gyrtone (Γυρτώνη), he led the armies of Thessaly on the side of the Greeks during the Trojan War. He was among those who vied for Helen's hand in marriage, and later occupied the Trojan horse. Following the death of Patroclus, he won an early version of quoits, winning a 5-year supply of iron. After the war, he was present at the funerals of Calchas and Patroclus. His close companion was Leonteus.
Polypoetes, one of the Suitors of Penelope who came from Dulichium along with other 56 wooers. He, with the other suitors, was killed by Odysseus with the help of Eumaeus, Philoetius, and Telemachus.
Polypoetes, son of Odysseus and Callidice, queen of the Thesprotians. He succeeded his mother to the throne following her death.


== Notes ==


== References ==
Apollodorus, The Library with an English Translation by Sir James George Frazer, F.B.A., F.R.S. in 2 Volumes, Cambridge, Massachusetts, Harvard University Press; London, William Heinemann Ltd. 1921. ISBN 0-674-99135-4. Online version at the Perseus Digital Library.
Homer, The Iliad with an English Translation by A.T. Murray, Ph.D. in two volumes. Cambridge, Massachusetts, Harvard University Press; London, William Heinemann, Ltd. 1924. ISBN 978-0674995796. Online version at the Perseus Digital Library.",1583
Polypoetes,genus,artfakta.se,,0
Phanoptis,genus,butterfliesandmoths.org,,0
Phanoptis,genus,wikipedia.org,"Phanoptis is a genus of moths of the family Notodontidae. It consists of the following species:

Phanoptis cyanomelas  C. and R. Felder, 1874
Phanoptis donahuei  Miller, 2008
Phanoptis fatidica  (Dognin, 1910) 
Phanoptis miltorrhabda  Prout, 1922
Phanoptis taxila  Druce, 1907
Phanoptis vitrina  Druce, 1886",307
Phanoptis,genus,artfakta.se,,0
Argentala,genus,butterfliesandmoths.org,,0
Argentala,genus,wikipedia.org,"Argentala is a genus of moths of the family Notodontidae. It consists of the following species:

Argentala argoptera Miller, 2008
Argentala brehmi Miller, 2008
Argentala mesitana  (Dognin, 1917) 
Argentala subalba  (Walker, 1859) 
Argentala subcaesia  (Prout, 1918) 
Argentala subcoerulea  (Warren, 1901)",304
Argentala,genus,artfakta.se,,0
Nola,genus,butterfliesandmoths.org,,0
